,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.11679169535636902,0.048579275608062744,0.05098511278629303,0.07747789472341537,0.08989130705595016,0.11418438702821732,0.06542613357305527,0.07514167577028275,0.10009383410215378,0.09002885222434998,0.08328606933355331,0.08811401575803757,2.0
1,0.15921299159526825,0.09920492023229599,0.058256495743989944,0.061173077672719955,0.07666131108999252,0.11342599987983704,0.08031468838453293,0.07691821455955505,0.04440513998270035,0.043087251484394073,0.08118992298841476,0.10615023225545883,7.0
2,0.1632644236087799,0.05635802820324898,0.03164058178663254,0.06453268229961395,0.10055532306432724,0.1461895853281021,0.07247694581747055,0.06334207952022552,0.05489792674779892,0.06768902391195297,0.08875430375337601,0.09029921889305115,11.0
3,0.14245504140853882,0.10984054207801819,0.07290534675121307,0.04727667197585106,0.045144155621528625,0.06349345296621323,0.06075842306017876,0.07560347765684128,0.06925241649150848,0.0845269188284874,0.11255398392677307,0.1161893680691719,4.0
4,0.18028774857521057,0.069116972386837,0.03579859435558319,0.0898873582482338,0.11809302866458893,0.054707907140254974,0.042272232472896576,0.17202091217041016,0.061873823404312134,0.023627396672964096,0.06422741711139679,0.08808661997318268,10.0
5,0.19468320906162262,0.06479106098413467,0.025198379531502724,0.060919612646102905,0.07533624023199081,0.11953485012054443,0.061252906918525696,0.07122235745191574,0.07374688237905502,0.10221105068922043,0.061971019953489304,0.08913203328847885,2.0
6,0.16514131426811218,0.07493650913238525,0.03966384381055832,0.07600139081478119,0.1433340460062027,0.11002777516841888,0.08854196220636368,0.12560178339481354,0.0539713054895401,0.021671218797564507,0.032127704471349716,0.0689811110496521,5.0
7,0.20783907175064087,0.1350703090429306,0.06742000579833984,0.06639469414949417,0.08877746015787125,0.0523349829018116,0.05153857171535492,0.07624828815460205,0.044841255992650986,0.036355819553136826,0.06315138190984726,0.11002810299396515,10.0
8,0.1107851192355156,0.09395236521959305,0.10483968257904053,0.05973182991147041,0.07280617207288742,0.09580858051776886,0.07075528800487518,0.09951135516166687,0.0633181557059288,0.061793118715286255,0.07617798447608948,0.09052029252052307,4.0
9,0.16868022084236145,0.0822446197271347,0.046706121414899826,0.08116757124662399,0.06658774614334106,0.142422154545784,0.08184721320867538,0.04416041076183319,0.06424892693758011,0.06885834038257599,0.07148686796426773,0.08158989250659943,2.0
10,0.14843355119228363,0.04049099236726761,0.043067317456007004,0.10519970953464508,0.09661173820495605,0.13250257074832916,0.07564450055360794,0.09287956357002258,0.041053663939237595,0.04564616456627846,0.08857099711894989,0.0898989886045456,0.0
11,0.17200443148612976,0.13091516494750977,0.07583963871002197,0.0732811838388443,0.07512214034795761,0.07323477417230606,0.056308597326278687,0.06987342238426208,0.0513896681368351,0.04798327758908272,0.07035975903272629,0.10368800908327103,4.0
12,0.23347902297973633,0.10051815211772919,0.046771254390478134,0.06964145600795746,0.06171960011124611,0.056536272168159485,0.07998515665531158,0.09201594442129135,0.034972239285707474,0.04443371668457985,0.05646820738911629,0.12345907092094421,11.0
13,0.25921037793159485,0.13462911546230316,0.033812545239925385,0.036801449954509735,0.04723329097032547,0.037703026086091995,0.050429150462150574,0.06389398872852325,0.033181093633174896,0.05668869987130165,0.11393477767705917,0.13248254358768463,10.0
14,0.16907460987567902,0.12451202422380447,0.07759203016757965,0.08141148090362549,0.07602818310260773,0.057279426604509354,0.07235287129878998,0.07947477698326111,0.05483565852046013,0.05015884339809418,0.06378882378339767,0.09349125623703003,10.0
15,0.19020335376262665,0.0919346809387207,0.046920113265514374,0.07512404769659042,0.0789913535118103,0.09680496901273727,0.0919921025633812,0.06485993415117264,0.034796763211488724,0.04602213203907013,0.06490759551525116,0.11744291335344315,11.0
16,0.18372362852096558,0.08806124329566956,0.06384231150150299,0.06487732380628586,0.04241243377327919,0.02953265979886055,0.05998053029179573,0.12256896495819092,0.06258995085954666,0.05572814866900444,0.0857127383351326,0.1409703493118286,9.0
17,0.18243183195590973,0.10116464644670486,0.09369008243083954,0.08203886449337006,0.05135815218091011,0.03501424193382263,0.038390569388866425,0.08198197931051254,0.05371459200978279,0.05958576500415802,0.08575344830751419,0.13487552106380463,9.0
18,0.12799249589443207,0.06507522612810135,0.04548414796590805,0.054636113345623016,0.06058904901146889,0.06623668223619461,0.08892252296209335,0.10606788843870163,0.07433826476335526,0.10109665244817734,0.11973955482244492,0.08982136100530624,11.0
19,0.2087094932794571,0.11075225472450256,0.051711633801460266,0.05986776202917099,0.06869058310985565,0.048688143491744995,0.07069224864244461,0.120967797935009,0.04271068051457405,0.023801030591130257,0.060192856937646866,0.13321584463119507,9.0
20,0.15738369524478912,0.061142828315496445,0.05303123965859413,0.09150123596191406,0.1066729873418808,0.0805826410651207,0.0802905410528183,0.12826861441135406,0.06689661741256714,0.03923315554857254,0.05220309644937515,0.0827932208776474,4.0
21,0.15554207563400269,0.1259918212890625,0.11737393587827682,0.1062142625451088,0.07608484476804733,0.07853012531995773,0.06263599544763565,0.0544656440615654,0.03370645269751549,0.03651909530162811,0.052072227001190186,0.10086322575807571,5.0
22,0.14789174497127533,0.09863373637199402,0.08562625199556351,0.07062607258558273,0.08208756893873215,0.06341125816106796,0.061746686697006226,0.11239312589168549,0.05915616825222969,0.05204632133245468,0.07015557587146759,0.0962253138422966,5.0
23,0.21843448281288147,0.11965266615152359,0.050316113978624344,0.05072268098592758,0.0734376534819603,0.05202260985970497,0.06071912869811058,0.16079910099506378,0.07009243965148926,0.025125883519649506,0.03719605132937431,0.08148134499788284,9.0
24,0.2196461409330368,0.1966293752193451,0.10048940777778625,0.06878170371055603,0.07225116342306137,0.05175954848527908,0.0555427111685276,0.06885521113872528,0.02749025449156761,0.012392883189022541,0.02993854135274887,0.09622295945882797,9.0
